"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.123081976E2,7.503796816E-1,-1.521827698E0,-1.781716824E0
2.123132076E2,8.957979679E-1,-1.661542416E0,-1.731122732E0
2.123182175E2,1.126184702E0,-1.858748436E0,-1.553565145E0
2.123232275E2,1.321080923E0,-2.216279030E0,-1.289704323E0
2.123282375E2,1.534296513E0,-2.661128044E0,-9.233699441E-1
2.123332475E2,1.631644726E0,-3.045609951E0,-6.022557020E-1
2.123382575E2,1.726809621E0,-3.301795959E0,-2.709515095E-1
2.123432675E2,1.853681326E0,-3.548353195E0,-1.682186127E-2
2.123482775E2,2.007325172E0,-3.716670036E0,1.570295095E-1
2.123532875E2,2.187624454E0,-3.763364792E0,2.467303276E-1
2.123582975E2,2.331188679E0,-3.780797005E0,2.393897772E-1
2.123633075E2,2.392117977E0,-3.732055664E0,2.331429720E-1
2.123683175E2,2.324863434E0,-3.749357224E0,1.272361279E-1
2.123733275E2,2.142910480E0,-3.756029606E0,-5.029296875E-2
2.123783375E2,1.856655598E0,-3.758488655E0,-1.813073158E-1
2.123833475E2,1.529670715E0,-3.692566872E0,-3.274945021E-1
2.123883575E2,1.179948330E0,-3.635251999E0,-5.947821140E-1
2.123933675E2,8.177540302E-1,-3.534877777E0,-8.152304292E-1
2.123983775E2,4.948049188E-1,-3.397862434E0,-9.742602110E-1
2.124033874E2,2.971612811E-1,-3.213958263E0,-1.107887864E0
2.124083974E2,1.592459679E-1,-2.997511864E0,-1.100035906E0
2.124134074E2,1.090096235E-1,-2.807713032E0,-9.549588561E-1
2.124184174E2,6.728613377E-2,-2.648131847E0,-7.821701169E-1
2.124234274E2,6.293010712E-2,-2.459596634E0,-6.598637104E-1
2.124284374E2,4.972791672E-2,-2.191949844E0,-5.657172203E-1
2.124334474E2,6.326746941E-2,-1.890181541E0,-5.119847655E-1
2.124384574E2,9.830701351E-2,-1.571097374E0,-3.921722174E-1
2.124434674E2,1.319200993E-1,-1.189330101E0,-3.245123625E-1
2.124484774E2,1.626961231E-1,-8.974037170E-1,-2.417021692E-1
2.124534874E2,2.016109526E-1,-5.296068192E-1,-1.799796522E-1
2.124584974E2,1.654807031E-1,-2.832736969E-1,-2.477598488E-1
2.124635074E2,1.274124384E-1,-1.259393692E-1,-4.238738120E-1
2.124685174E2,2.094721794E-1,3.155803680E-1,-4.410505891E-1
2.124735274E2,2.838199437E-1,8.203296661E-1,-3.802246153E-1
2.124785374E2,2.903337777E-1,1.051650047E0,-3.837171793E-1
2.124835473E2,3.397621512E-1,9.513015747E-1,-2.878527045E-1
2.124885573E2,4.245622158E-1,7.313337326E-1,3.145349026E-2
2.124935673E2,6.288067102E-1,5.042943954E-1,4.938606024E-1
2.124985773E2,8.850544691E-1,2.929162979E-1,1.116789579E0
2.125035873E2,1.078064203E0,6.070709229E-2,1.672223806E0
2.125085973E2,1.202776670E0,-1.851377487E-1,2.146403790E0
2.125136073E2,1.178947806E0,-2.856168747E-1,2.410859823E0
2.125186173E2,1.109734774E0,-2.511272430E-1,2.636516809E0
2.125236273E2,1.092217565E0,-1.596755981E-1,2.798889875E0
2.125286373E2,1.067229271E0,4.528808594E-2,2.829864502E0
2.125336473E2,1.058306217E0,3.514776230E-1,2.633641243E0
2.125386573E2,1.126928926E0,7.783021927E-1,2.264722109E0
2.125436672E2,1.215358973E0,1.241176605E0,1.795947790E0
2.125486772E2,1.225948691E0,1.664684296E0,1.335725546E0
2.125536872E2,1.061980009E0,2.008274078E0,9.139992595E-1
2.125586972E2,9.069606662E-1,2.162185669E0,4.568948150E-1
2.125637072E2,7.078505158E-1,2.233851433E0,1.673814654E-1
2.125687172E2,4.839533567E-1,2.304259300E0,5.262851715E-2
2.125737272E2,3.500682116E-1,2.455460548E0,-1.715299487E-1
2.125787372E2,3.388723433E-1,2.668920517E0,-3.603445590E-1
2.125837472E2,3.000411689E-1,2.888461113E0,-6.573864222E-1
2.125887572E2,2.993735671E-1,3.078891754E0,-9.236702919E-1
2.125937672E2,3.633356988E-1,3.171580315E0,-1.184899926E0
2.125987772E2,4.602478743E-1,3.072841644E0,-1.360755205E0
2.126037871E2,5.719439387E-1,2.958724022E0,-1.506289124E0
2.126087971E2,6.688227654E-1,2.973347664E0,-1.547768354E0
2.126138071E2,7.266432643E-1,3.048418045E0,-1.526200175E0
2.126188171E2,7.677653432E-1,3.021879196E0,-1.488872409E0
2.126238271E2,8.285819292E-1,2.879577637E0,-1.255648136E0
2.126288371E2,8.418173790E-1,2.645014763E0,-8.590666056E-1
2.126338471E2,8.428856134E-1,2.239414215E0,-3.432662487E-1
2.126388571E2,8.958147764E-1,1.743717194E0,2.334842682E-1
2.126438671E2,9.820151925E-1,1.183735847E0,7.849965096E-1
2.126488771E2,1.121956348E0,6.510362625E-1,1.354954362E0
2.126538871E2,1.263542771E0,6.960582733E-2,1.980843067E0
2.126588971E2,1.419521213E0,-4.972171783E-1,2.502744198E0
2.126639070E2,1.513939857E0,-1.099805832E0,2.946435690E0
2.126689170E2,1.546370506E0,-1.607413292E0,3.232750416E0
2.126739270E2,1.502050400E0,-1.999465942E0,3.392394543E0
2.126789370E2,1.347838044E0,-2.391177654E0,3.368830681E0
2.126839470E2,1.211174488E0,-2.654249668E0,3.011891365E0
2.126889570E2,1.066752911E0,-2.757444382E0,2.484873533E0
2.126939670E2,8.743605018E-1,-2.796319008E0,2.109342575E0
2.126989770E2,6.728486419E-1,-2.933258533E0,1.726899743E0
2.127039870E2,4.188057184E-1,-3.155174732E0,1.232719064E0
2.127089970E2,1.728518605E-1,-3.308965683E0,7.118459940E-1
2.127140070E2,-6.286960840E-2,-3.359935284E0,2.048357725E-1
2.127190170E2,-2.543715835E-1,-3.382769585E0,-3.275921345E-1
2.127240270E2,-4.244693518E-1,-3.358719349E0,-8.018877506E-1
2.127290370E2,-5.438550711E-1,-3.395160198E0,-1.228680611E0
2.127340470E2,-5.767217875E-1,-3.428977013E0,-1.440295935E0
2.127390570E2,-5.273269415E-1,-3.462921619E0,-1.506507158E0
2.127440669E2,-4.321262836E-1,-3.391043663E0,-1.430155277E0
2.127490769E2,-3.059562445E-1,-3.307835102E0,-1.408784151E0
2.127540869E2,-1.526806355E-1,-3.206115723E0,-1.370423079E0
2.127590969E2,2.050495148E-2,-3.091377258E0,-1.292429209E0
2.127641069E2,1.300373077E-1,-2.967998981E0,-1.090195656E0
2.127691169E2,2.696967125E-1,-2.953876019E0,-8.850243688E-1
2.127741269E2,3.446958065E-1,-2.952781200E0,-6.793061495E-1
2.127791369E2,4.018931389E-1,-2.899078369E0,-5.315756798E-1
2.127841469E2,3.847734928E-1,-2.838906288E0,-4.065060616E-1
2.127891569E2,3.519138098E-1,-2.778246880E0,-4.170272350E-1
2.127941669E2,2.968641520E-1,-2.605922699E0,-4.541960955E-1
2.127991769E2,1.807444096E-1,-2.407545090E0,-5.329409838E-1
2.128041868E2,-4.087686539E-3,-2.161004066E0,-6.569663882E-1
2.128091968E2,-1.979737282E-1,-2.007398129E0,-7.801927328E-1
2.128142068E2,-5.276189446E-1,-1.901041508E0,-9.614527822E-1
2.128192168E2,-7.676974535E-1,-1.742457390E0,-1.150226355E0
2.128242268E2,-9.633489847E-1,-1.497478485E0,-1.251683116E0
2.128292368E2,-1.226699948E0,-1.286814690E0,-1.389217496E0
2.128342468E2,-1.408195257E0,-9.656829834E-1,-1.609279037E0
2.128392567E2,-1.539487362E0,-5.664730072E-1,-1.788219929E0
2.128442667E2,-1.691800117E0,-9.526920319E-2,-1.931903958E0
2.128492767E2,-1.730840445E0,3.462905884E-1,-2.105838537E0
2.128542867E2,-1.742159128E0,7.235927582E-1,-2.270846844E0
2.128592967E2,-1.705627799E0,1.059527397E0,-2.378571510E0
2.128643067E2,-1.610007048E0,1.443320274E0,-2.480371475E0
2.128693167E2,-1.492564678E0,1.854661942E0,-2.397768497E0
2.128743267E2,-1.323338270E0,2.185358047E0,-2.179780960E0
2.128793367E2,-1.001162529E0,2.422371864E0,-1.820886850E0
2.128843467E2,-6.992732286E-1,2.620187759E0,-1.383460283E0
2.128893567E2,-3.969465494E-1,2.719002724E0,-8.749096394E-1
2.128943667E2,-1.189661026E-2,2.767858505E0,-2.669963837E-1
2.128993767E2,3.678135872E-1,2.811504364E0,3.697729111E-1
2.129043867E2,6.755439043E-1,2.737956047E0,1.033834696E0
2.129093967E2,9.449613094E-1,2.647026062E0,1.614199400E0
2.129144067E2,1.170949101E0,2.567929268E0,2.091542006E0
2.129194167E2,1.224140644E0,2.571078300E0,2.445425510E0
2.129244266E2,1.045088530E0,2.674221992E0,2.500580311E0
2.129294366E2,6.453013420E-1,2.783933640E0,2.368296623E0
2.129344466E2,1.284559965E-1,2.958823204E0,2.065784454E0
2.129394566E2,-4.745611548E-1,3.123569489E0,1.678840399E0
2.129444665E2,-1.087865114E0,3.327884674E0,1.211630821E0
2.129494765E2,-1.729010463E0,3.644177437E0,6.278059483E-1
2.129544865E2,-2.360552311E0,4.085638046E0,-6.606119871E-2
2.129594965E2,-2.888512135E0,4.561943054E0,-7.877281308E-1
2.129645065E2,-3.350582838E0,5.012720108E0,-1.399846077E0
2.129695165E2,-3.663312674E0,5.391378403E0,-1.905795813E0
2.129745265E2,-3.900557995E0,5.629867554E0,-2.293619871E0
2.129795365E2,-4.054970741E0,5.834232330E0,-2.511247396E0
2.129845465E2,-4.133507252E0,5.868853569E0,-2.569543839E0
2.129895565E2,-4.101634026E0,5.758543968E0,-2.568640232E0
2.129945665E2,-3.948633432E0,5.511919975E0,-2.442978859E0
2.129995765E2,-3.771214008E0,5.208759308E0,-2.223428011E0
2.130045864E2,-3.419422150E0,4.809132576E0,-1.814570069E0
2.130095964E2,-3.066541195E0,4.396285057E0,-1.315812111E0
2.130146064E2,-2.717789412E0,3.947525978E0,-7.558628321E-1
2.130196164E2,-2.372930527E0,3.430593491E0,-8.432936668E-2
2.130246264E2,-2.091115236E0,2.817482948E0,6.180800796E-1
2.130296364E2,-1.764328003E0,2.206336021E0,1.264224529E0
2.130346464E2,-1.584005952E0,1.604862213E0,1.891884804E0
2.130396564E2,-1.367431045E0,9.633626938E-1,2.371444464E0
2.130446664E2,-1.153190732E0,3.684272766E-1,2.753575325E0
2.130496764E2,-9.773349762E-1,-1.784067154E-1,2.965686321E0
2.130546864E2,-8.256604671E-1,-5.907154083E-1,2.955177784E0
2.130596964E2,-7.111898065E-1,-8.653326035E-1,2.790214539E0
2.130647063E2,-6.319267154E-1,-1.143712997E0,2.390570402E0
2.130697163E2,-6.133332253E-1,-1.287877083E0,1.906088829E0
2.130747263E2,-6.275182366E-1,-1.384153366E0,1.397079945E0
2.130797363E2,-6.720443368E-1,-1.498917580E0,8.664294481E-1
2.130847731E2,-7.591205239E-1,-1.637351036E0,3.868786097E-1
2.130897844E2,-7.413991094E-1,-1.763377666E0,-6.499946117E-2
2.130947958E2,-6.430322528E-1,-1.855298042E0,-3.120068312E-1
2.130998072E2,-5.238437653E-1,-1.967981339E0,-5.310107470E-1
2.131048186E2,-3.295771480E-1,-2.091758728E0,-6.723312140E-1
2.131097962E2,-1.022534370E-1,-2.271418095E0,-7.081217766E-1
2.131148062E2,1.052331924E-1,-2.504474640E0,-6.791046858E-1
2.131198162E2,3.079011440E-1,-2.734125137E0,-5.651920438E-1
2.131248262E2,5.030058622E-1,-2.967611313E0,-4.098452330E-1
2.131295672E2,6.778105497E-1,-3.197893620E0,-2.093957663E-1
2.131345637E2,8.591697216E-1,-3.379478931E0,-2.058744431E-4
2.131395601E2,9.725557566E-1,-3.565859318E0,1.900365353E-1
2.131445566E2,1.047846556E0,-3.777400017E0,4.216035604E-1
2.131498752E2,1.056405306E0,-3.986054420E0,5.623623133E-1
2.131548883E2,1.002079248E0,-4.159131050E0,7.212729454E-1
2.131599013E2,8.973711729E-1,-4.285342693E0,8.472156525E-1
2.131649144E2,7.915922403E-1,-4.398273468E0,8.883494139E-1
2.131699153E2,7.119948864E-1,-4.496775627E0,9.433293343E-1
2.131749278E2,5.758557320E-1,-4.491237164E0,9.134535789E-1
2.131799402E2,4.073199034E-1,-4.483949184E0,8.574298620E-1
2.131849527E2,2.144627571E-1,-4.345191956E0,6.992292404E-1
2.131899555E2,-7.113206387E-2,-4.151590347E0,5.053710938E-1
2.131949675E2,-2.667203546E-1,-3.872056484E0,2.184997797E-1
2.131999794E2,-5.157464743E-1,-3.500028133E0,-6.985795498E-2
2.132049914E2,-6.473749280E-1,-3.116813183E0,-3.128056526E-1
2.132099956E2,-7.038153410E-1,-2.754538536E0,-4.772214890E-1
2.132150071E2,-6.636965871E-1,-2.394493103E0,-4.769330025E-1
2.132200187E2,-5.557556748E-1,-2.110055447E0,-3.648194671E-1
2.132250302E2,-4.558008909E-1,-1.782696247E0,-1.926283836E-1
2.132300356E2,-3.445259333E-1,-1.497908592E0,-1.332873106E-1
2.132350469E2,-1.782680154E-1,-1.136665344E0,-6.730747223E-2
2.132400581E2,5.276238918E-2,-7.313556671E-1,-9.428083897E-2
2.132450694E2,2.313600183E-1,-2.701539993E-1,-1.172138453E-1
2.132500757E2,3.752338290E-1,2.390184402E-1,-2.152860165E-1
2.132550867E2,3.508908153E-1,7.003602982E-1,-3.538988233E-1
2.132600976E2,3.007091284E-1,1.114507675E0,-5.292600393E-1
2.132651087E2,2.737387419E-1,1.451044083E0,-6.471884847E-1
2.132701157E2,2.631367445E-1,1.703566551E0,-7.439463139E-1
2.132751264E2,2.233465314E-1,1.830987930E0,-9.115360975E-1
2.132801373E2,7.821661234E-2,2.027290344E0,-1.040170193E0
2.132851481E2,3.422319889E-3,2.129309654E0,-1.156467676E0
2.132901557E2,-2.763032913E-2,2.249649048E0,-1.197158575E0
2.132951663E2,1.308977604E-2,2.236514091E0,-9.934087992E-1
2.133001770E2,2.439105511E-1,2.100284576E0,-6.085615158E-1
2.133051876E2,4.734299183E-1,1.797520638E0,-1.753354371E-1
2.133099267E2,6.981766224E-1,1.513776779E0,4.730482697E-1
2.133149236E2,1.033887386E0,1.110966682E0,1.209675193E0
2.133199207E2,1.384619474E0,6.932497025E-1,1.926110268E0
2.133249176E2,1.714300394E0,2.659635544E-1,2.577186108E0
2.133302348E2,1.999610066E0,-1.241683960E-1,3.201893568E0
2.133352482E2,2.324220181E0,-3.300514221E-1,3.755954266E0
2.133402617E2,2.686140299E0,-3.400554657E-1,4.216187000E0
2.133452752E2,3.058173895E0,-1.619062424E-1,4.482492447E0
2.133502749E2,3.428837299E0,2.522344589E-1,4.440802097E0
2.133552877E2,3.702858448E0,6.931238174E-1,4.140123844E0
2.133603005E2,3.797772408E0,1.204695702E0,3.536938190E0
2.133653133E2,3.658329010E0,1.756276131E0,2.649368763E0
2.133703150E2,3.370068073E0,2.222377777E0,1.770244002E0
2.133753273E2,3.000450373E0,2.550774574E0,9.852370620E-1
2.133803395E2,2.638816357E0,2.740233421E0,4.838548899E-1
2.133853518E2,2.269642353E0,2.842121124E0,1.430605650E-1
2.133903551E2,1.952692747E0,2.987770081E0,-8.117866516E-2
2.133953669E2,1.664384961E0,3.114576340E0,-3.491343856E-1
2.134003786E2,1.445634842E0,3.255043030E0,-7.669299841E-1
2.134053905E2,1.205721140E0,3.411094666E0,-1.185263395E0
2.134103952E2,9.273482561E-1,3.466827393E0,-1.704878807E0
2.134154066E2,7.108554840E-1,3.394942284E0,-2.034149408E0
2.134204181E2,5.150686502E-1,3.236249924E0,-2.257231712E0
2.134254295E2,2.677709460E-1,2.987285614E0,-2.344911814E0
2.134304352E2,4.388326406E-2,2.721047401E0,-2.378848553E0
2.134354464E2,-9.689289331E-2,2.422011375E0,-2.304557323E0
2.134404575E2,-1.731395125E-1,2.060893059E0,-2.191877365E0
2.134454686E2,-2.501815557E-1,1.573792458E0,-1.840599060E0
2.134504752E2,-1.799575686E-1,1.000275612E0,-1.327263355E0
2.134554862E2,-1.017000079E-1,4.109716415E-1,-8.728122115E-1
2.134604971E2,3.872269392E-2,-2.132730484E-1,-3.715531826E-1
2.134655080E2,3.007851243E-1,-7.595195770E-1,4.193866253E-2
2.134702462E2,5.744289756E-1,-1.256687164E0,3.592696190E-1
2.134752434E2,7.271500826E-1,-1.736736298E0,5.846520662E-1
2.134802407E2,7.185364962E-1,-2.182451248E0,7.774566412E-1
2.134852378E2,7.416825891E-1,-2.513882160E0,7.321217060E-1
2.134905544E2,7.964803576E-1,-2.798148632E0,6.345912218E-1
2.134955680E2,8.036845922E-1,-3.051802635E0,5.313963890E-1
2.135005817E2,7.900563478E-1,-3.188855171E0,3.787167072E-1
2.135055953E2,8.012269735E-1,-3.217364788E0,-4.716396332E-3
2.135105945E2,8.030223846E-1,-3.125649452E0,-3.362560272E-1
2.135156074E2,7.835557461E-1,-3.168544292E0,-6.298640966E-1
2.135206203E2,7.470510006E-1,-3.228733063E0,-8.681207895E-1
2.135256333E2,8.360893726E-1,-3.223654270E0,-1.077947140E0
2.135306346E2,9.224225283E-1,-3.199364185E0,-1.165034533E0
2.135356470E2,1.000989437E0,-3.208996773E0,-1.160828829E0
2.135406593E2,1.090869069E0,-3.178279400E0,-1.190805912E0
2.135456717E2,1.254755735E0,-3.162723541E0,-1.187993288E0
2.135506748E2,1.441789150E0,-3.154464722E0,-1.186930060E0
2.135556867E2,1.557407498E0,-3.210818291E0,-1.056405783E0
2.135606985E2,1.641367793E0,-3.344922543E0,-8.425056934E-1
2.135657104E2,1.686038613E0,-3.565733433E0,-5.594922304E-1
2.135707148E2,1.671081185E0,-3.772825241E0,-2.386442423E-1
2.135757263E2,1.653149486E0,-3.894031048E0,-7.108330727E-3
2.135807378E2,1.552586436E0,-3.893207550E0,1.040683985E-1
2.135857493E2,1.439580798E0,-3.824595451E0,6.936609745E-2
2.135907549E2,1.280643106E0,-3.645474911E0,-1.606559753E-2
2.135957661E2,1.112421513E0,-3.399241924E0,-1.721668243E-1
2.136007773E2,8.908531666E-1,-3.126166344E0,-3.032994270E-1
2.136057885E2,6.164373159E-1,-2.875872612E0,-4.800109863E-1
2.136107949E2,3.692770004E-1,-2.484989643E0,-6.705445051E-1
2.136158058E2,7.675361633E-2,-2.130440712E0,-8.116207123E-1
2.136208168E2,-1.903227568E-1,-1.770000458E0,-1.043856144E0
2.136258277E2,-4.595777988E-1,-1.463217735E0,-1.255254149E0
2.136308349E2,-7.246097326E-1,-1.215131760E0,-1.361614704E0
2.136358457E2,-9.961825013E-1,-1.002685547E0,-1.423726320E0
2.136408564E2,-1.228502393E0,-7.132921219E-1,-1.502682805E0
2.136458672E2,-1.461837769E0,-4.306106567E-1,-1.581744909E0
2.136508749E2,-1.672247887E0,-1.192998886E-1,-1.675145507E0
2.136558855E2,-1.856892705E0,1.446924210E-1,-1.720114112E0
2.136608961E2,-2.029386759E0,3.752613068E-1,-1.606229544E0
2.136659067E2,-2.182266712E0,5.527877808E-1,-1.390667915E0
2.136709149E2,-2.260275364E0,6.821689606E-1,-1.104076743E0
2.136759253E2,-2.348031044E0,8.800363541E-1,-8.796725869E-1
2.136809359E2,-2.369278908E0,1.123576164E0,-7.003302574E-1
2.136859463E2,-2.335901022E0,1.514932632E0,-4.888740778E-1
2.136909549E2,-2.260108232E0,1.840931892E0,-2.196402550E-1
2.136959652E2,-2.166605949E0,2.087205887E0,-1.210379601E-2
2.137009757E2,-1.993514895E0,2.231181145E0,2.468090057E-1
2.137059860E2,-1.780372024E0,2.328600883E0,6.070784330E-1
2.137109948E2,-1.522007108E0,2.334056854E0,1.116756439E0
2.137160051E2,-1.313725591E0,2.214776993E0,1.719109297E0
2.137210155E2,-1.011220217E0,2.079645157E0,2.345604658E0
2.137260257E2,-8.210669756E-1,1.861042023E0,2.925867558E0
2.137310348E2,-6.499068141E-1,1.774815559E0,3.502883434E0
2.137360451E2,-5.823566318E-1,1.814037323E0,3.836721420E0
2.137410553E2,-5.596956611E-1,1.961634636E0,3.940765619E0
2.137460655E2,-6.416026950E-1,2.218425751E0,3.838298321E0
2.137510748E2,-8.339053392E-1,2.552922249E0,3.590390205E0
2.137560850E2,-1.057294488E0,2.910408974E0,3.140966177E0
2.137610951E2,-1.397724152E0,3.325549126E0,2.545235157E0
2.137661053E2,-1.849608898E0,3.866589546E0,1.675061345E0
2.137711147E2,-2.335825920E0,4.520425797E0,8.132159710E-1
2.137761249E2,-2.847606659E0,5.134739876E0,-3.435277939E-2
2.137811350E2,-3.337213993E0,5.575328827E0,-8.576510549E-1
2.137861452E2,-3.720685244E0,5.863721848E0,-1.446657300E0
2.137911547E2,-4.077820778E0,5.901307106E0,-1.811200976E0
2.137961649E2,-4.344673157E0,5.841865540E0,-1.983631849E0
2.138011750E2,-4.454035759E0,5.727032661E0,-1.994399071E0
2.138061851E2,-4.347950459E0,5.524820328E0,-1.886057854E0
2.138111947E2,-4.113269329E0,5.264654160E0,-1.696472645E0
2.138162048E2,-3.682196140E0,4.942299843E0,-1.502435565E0
2.138212149E2,-3.210347652E0,4.612039566E0,-1.202045321E0
2.138262249E2,-2.696416855E0,4.232946396E0,-7.412529588E-1
2.138312347E2,-2.209430695E0,3.780217171E0,-3.031413555E-1
2.138362447E2,-1.792699695E0,3.285955429E0,1.649076939E-1
2.138412548E2,-1.426616192E0,2.822925568E0,6.204071045E-1
2.138462649E2,-1.099608898E0,2.325827599E0,1.008363724E0
2.138512749E2,-7.799657583E-1,1.923160553E0,1.380086184E0
2.138562873E2,-5.044816732E-1,1.562718391E0,1.686263919E0
2.138612975E2,-2.321177721E-1,1.228836060E0,1.900232792E0
2.138663077E2,-5.268442631E-2,9.208068848E-1,2.043132544E0
2.138713178E2,4.142856598E-2,6.331872940E-1,2.114965916E0
2.138763273E2,6.706964970E-2,3.127012253E-1,2.084369659E0
2.138813374E2,3.723895550E-2,8.912086487E-2,1.993359804E0
2.138863475E2,-4.757815599E-2,-1.070241928E-1,1.721929789E0
2.138913577E2,-1.164582372E-1,-1.681270599E-1,1.260068893E0
2.138963672E2,-1.205574870E-1,-1.768274307E-1,8.727504015E-1
2.139013773E2,-1.821170449E-1,-2.271099091E-1,5.701271296E-1
2.139063874E2,-2.644963264E-1,-3.410387039E-1,3.502296209E-1
2.139113975E2,-3.135180473E-1,-5.771141052E-1,2.154126167E-1
2.139164072E2,-3.157930374E-1,-8.747196198E-1,1.688656807E-1
2.139214173E2,-2.934182882E-1,-1.204960823E0,9.111905098E-2
2.139264273E2,-1.684480309E-1,-1.432664871E0,1.210033894E-2
2.139314374E2,-8.447492123E-2,-1.595063210E0,-8.530664444E-2
2.139364471E2,2.815181017E-2,-1.784386158E0,-8.119070530E-2
2.139414572E2,1.577174664E-1,-2.053328991E0,-1.192035675E-1
2.139464672E2,3.242406249E-1,-2.403650761E0,-9.630441666E-2
2.139514773E2,4.100853801E-1,-2.692403793E0,-2.980005741E-2
2.139564871E2,5.419214368E-1,-2.947177887E0,1.157242060E-1
2.139614971E2,6.513615847E-1,-3.220010757E0,2.027535439E-1
2.139665072E2,8.310534358E-1,-3.397289276E0,2.935624123E-1
2.139715172E2,9.065978527E-1,-3.503082752E0,3.853013515E-1
2.139765270E2,1.024159551E0,-3.452605247E0,3.423516750E-1
2.139815371E2,1.086727142E0,-3.318473339E0,2.644656897E-1
2.139865471E2,1.053354740E0,-3.271228313E0,1.631141901E-1
2.139915571E2,9.580294490E-1,-3.231861591E0,-1.485633850E-2
2.139965670E2,7.834054828E-1,-3.153652191E0,-2.384685278E-1
2.140015770E2,5.455918908E-1,-3.022815704E0,-4.468905926E-1
2.140065870E2,3.367075324E-1,-2.918137550E0,-7.740514278E-1
2.140115971E2,1.525028944E-1,-2.792811394E0,-1.063912868E0
2.140166069E2,-1.917016506E-2,-2.708941460E0,-1.179981232E0
2.140216169E2,-1.899340153E-1,-2.707012653E0,-1.228789687E0
2.140266270E2,-3.140013218E-1,-2.721093655E0,-1.218485355E0
2.140316370E2,-4.050851464E-1,-2.727772713E0,-1.165472984E0
2.140366859E2,-4.798008502E-1,-2.811330318E0,-1.053509593E0
2.140416978E2,-3.716921806E-1,-2.822109699E0,-9.168413281E-1
2.140467098E2,-2.274615765E-1,-2.739950180E0,-7.513420582E-1
2.140517218E2,-6.285500526E-2,-2.641546249E0,-5.520241261E-1
2.140566869E2,8.723312616E-2,-2.479122639E0,-3.876569867E-1
2.140616965E2,1.421582103E-1,-2.286397457E0,-3.394388556E-1
2.140667061E2,1.290022731E-1,-2.077110767E0,-3.644201159E-1
2.140717157E2,3.346151114E-2,-1.845872879E0,-4.655036926E-1
2.140767268E2,-2.621972561E-2,-1.560962677E0,-6.069368720E-1
2.140817364E2,-5.680537224E-2,-1.132698059E0,-7.803032994E-1
2.140867462E2,-9.229093790E-2,-6.694049835E-1,-9.701089859E-1
2.140917558E2,-1.018830538E-1,-2.189006805E-1,-1.147432089E0
2.140967667E2,-1.429448128E-1,2.834606171E-1,-1.302927494E0
2.141017764E2,-2.209341824E-1,7.599611282E-1,-1.407676220E0
2.141067862E2,-2.400715053E-1,1.138348579E0,-1.395659328E0
2.141117960E2,-1.818282008E-1,1.363184929E0,-1.288989782E0
2.141168067E2,-3.834247589E-2,1.464563370E0,-9.734266400E-1
2.141218164E2,2.537457943E-1,1.411545753E0,-4.693574905E-1
2.141268262E2,7.464780807E-1,1.265265465E0,8.118236065E-2
2.141318361E2,1.329602122E0,1.155516624E0,7.610586882E-1
2.141368466E2,1.920574546E0,1.025397301E0,1.532759666E0
2.141418564E2,2.451805353E0,7.200565338E-1,2.083995581E0
2.141468663E2,2.913544893E0,4.746313095E-1,2.705991745E0
2.141518761E2,3.196518898E0,1.527309418E-1,3.107722044E0
2.141568865E2,3.268356323E0,1.513538361E-1,4.022964954E0
2.141618964E2,3.285895824E0,1.591730118E-1,4.474400997E0
2.141669063E2,3.171618700E0,2.124862671E-1,4.599744797E0
2.141719161E2,3.003705263E0,3.486948013E-1,4.605650902E0
2.141769264E2,2.826325417E0,6.506071091E-1,4.201413155E0
2.141819363E2,2.576181412E0,1.038365364E0,3.530454636E0
2.141869462E2,2.365451813E0,1.423266411E0,2.895317078E0
2.141919561E2,2.232077837E0,1.765264511E0,2.251754045E0
2.141969664E2,2.004053116E0,2.078830719E0,1.561947107E0
2.142019763E2,1.761746407E0,2.435316086E0,9.419878721E-1
2.142069863E2,1.515515327E0,2.779290199E0,4.727887511E-1
2.142119962E2,1.189827561E0,3.003954887E0,1.204791069E-1
2.142170063E2,8.878774643E-1,3.143132210E0,-3.226916194E-1
2.142220163E2,5.457289219E-1,3.204874039E0,-7.315771580E-1
2.142270262E2,2.968367338E-1,3.144591331E0,-1.054421663E0
2.142320361E2,3.449180722E-1,3.366075516E0,-1.025762081E0
2.142370463E2,1.735956371E-1,3.260545731E0,-1.284424305E0
2.142420562E2,7.813736796E-2,2.878711700E0,-1.515968442E0
2.142470662E2,1.411669552E-1,2.594602585E0,-1.361394405E0
2.142520761E2,1.558077931E-1,2.314870834E0,-1.204200387E0
2.142570862E2,2.160489559E-1,1.970120430E0,-9.443312883E-1
2.142620962E2,2.848242223E-1,1.635112762E0,-6.955181956E-1
2.142671061E2,3.215474784E-1,1.293074608E0,-4.474340677E-1
2.142721161E2,3.061326444E-1,8.740081787E-1,-1.436914206E-1
2.142771262E2,2.240113020E-1,4.144105911E-1,1.152986288E-1
2.142821361E2,1.014224291E-1,-2.054405212E-2,3.710955381E-1
2.142871461E2,-1.206594706E-2,-3.849210739E-1,5.051078796E-1
2.142921560E2,-9.348648787E-2,-6.801004410E-1,6.524889469E-1
2.142971661E2,-9.445896745E-2,-9.565544128E-1,7.332266569E-1
2.143021761E2,-2.165785432E-2,-1.175618172E0,7.886835337E-1
2.143071861E2,6.249618530E-2,-1.264041901E0,8.290222883E-1
